"Name","TID","Description","Path"
"Errano sp. 1","458"," ?Errano sp. 1. Anterior view.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Errano%20completed%20plate%20web.png"
"Augeneria tentaculata Monro, 1930","457"," Augeneria tentaculata Monro, 1930. a) Anterior ventral view. b) Hooded chaetae from anterior chaetigers.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Augeneria%20tentaculata%20completed%20plate%20web.png"
"Abyssoninoe abyssorum (McIntosh, 1885)","459"," Abyssoninoe abyssorum (McIntosh, 1885). a) Whole specimen. b) Ventral view of anterior and prostomium. c) Jaws. d–e) Low power view of limbate chaetae. f–i) Hooded hooks; f) distal hooks g,h and i) showing transitional stages from limbate like in i to nearly fully formed hooks in f).


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Abyssoninoe%20completed%20plate%20web.png"
"Dorvilleidae Chamberlin, 1919","462"," Schistomeringos sp. 1 a) Anterior dorsal view of specimen. b) Jaws and maxillae. c) Dorsal view of parapodia showing dorsal cirri and chaetae. d) Chaetae including furcate.



 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Schistomerigos%20sp.%201%20completed%20plate%20web.png"
"Drilonereis tenuis (Ehlers, 1900)","488"," Drilonereis tenuis. a) Anterior chaetigers in lateral view. b) Pygidium. c) Mid-body ‘maldanid-like’ chaetigers.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Drilonereis%20tenuis%20completed%20plate%20web.png"
"Miscellaneous families","466","","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Slide1.PNG"
"Miscellaneous families","466","","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Slide2.PNG"
"Miscellaneous families","466","","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Slide3.PNG"
"Miscellaneous families","466","","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Spirorbidae.png"
"Flabelligeridae de Saint-Joseph, 1894","470","","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Brada%20bransfieldia%20image.JPG"
"Acrocirridae Banse, 1969","471"," Flabelligena sp. 1: a) specimen (both fragments); b) epithelial papillae; c) detail of epithelial papillae; d) notochaeta; e) shaft of notochaetae close-up; f) neurochaeta; g) detail of tip of neurochaeta. 


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Flabelligela%20sp.%201.png"
"Lacydoniidae Bergström, 1914","476"," Lacydonia sp. 1: a) specimen in dorsal view;  b) anterior end in dorsal view; c) tentacular cirrus (marked by arrow); d) pygidium.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Lacydonia%20sp.%201%20plate%201.png"
"Lacydoniidae Bergström, 1914","476"," Lacydonia sp. 1: a) mid-body parapodium; b) tip of neuropodial lobe with protruding acicula; c) notochaetae; d) detail of serration of notochaetae; e) fascicle of neurochaetae; f) detail of neurochaeta.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Lacyonia%20sp.%201%20plate%202_0.png"
"Pectinariidae Quatrefages, 1866","468"," Pectinariidae sp. 1: a) complete specimen in dorsal view; b) complete specimen in ventral view; c) anterior end in dorsal view; d) anterior end in ventral view; e) detail of posterior end with scaphe.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Petinariidae%20sp.%201%20plate%201.png"
"Pectinariidae Quatrefages, 1866","468"," Pectinariidae sp. 1: a) uncini from unciniger 2 (thorax); b-c) abdominal uncini; d-e) scaphal hooks.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Pectinariidae%20sp.%201%20plate%202.png"
"Ceratocephale sp. 1","475"," Ceratocephale sp. 1: a) specimen in dorsal view, b) parapodium form chaetiger 1 – showing double ventral cirrus (marked by arrows); c) mid body parapodium – (C1) focus on ligules and cirri; C2) focus on round postchaetal lobes); d) parapodium form chaetiger 21 – showing inflated cirrophore (marked by arrow); e) example of homogomph spinger; f) example of sesquigomph spiniger.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Ceratocephale%20sp.%201%20plate.png"
"Neanthes sp. 1","474"," Neanthes sp. 1: a) specimen in lateral view; b) detail of anterior end; c) anterior parapodium; d) posterior parapodium; e) homogomph and heterogomph spinigers.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Neanthes%20sp.%201.png"
"Pholoe sp. 1","472"," Pholoe sp. 1 (voucher VINSON WEST: 1MFA): a) anterior end fragment in dorsal view; b) detail of prostomium and median antenna; c) detail of prostomium and tentacular cirri; d-e) examples of elytra; f) detail of surface of elytron; g) compound neurochaeta.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Pholoe%20sp.%201%20voucher%20VINW-1MFA.png"
"Pholoe sp. 1","472"," Pholoe sp. 1 (voucher VINSON WEST: 4MFA): a) anterior end fragment in dorsal view; b) detail of prostomium and median antenna; c) detail of prostomium and tentacular cirri; d-e) examples of compound neurochaetae.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Pholoe%20sp.%201%20voucher%20VINW-4MFA.png"
"Pholoe sp. 2","473"," Pholoe sp. 2: a-b) anterior end fragment in dorsal view; c-d) detail of prostomium and anterior end; e) elytron; f) detail of surface of elytron; g) detail of fringe papilla;  h-i) examples of compound neurochaetae.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Pholoe%20sp.%202%20plate.png"
"Scoloplos (Leodamas) Kinberg, 1865","251"," Comparison of parapodia of Scoloplos species.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Comparison%20of%20parapodia.png"
"Axiothella sp. 1","353"," Axiothella sp. 1. a) Whole specimen. b) Head. c) Pygidium – stained with Shrilistan. d) Pygidium unstained.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Axiothella%20sp.%201%20completed%20plate%20web.png"
"Brada sp. 1","484"," Brada sp. 1. Dorsal view


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Brada%20sp.%201%20completed%20plate%20web.png"
"Ceratocephale sp. 2","482"," Ceratocephale sp. 2. a) Anterior of specimen. b) Ventral view showing double ventral cirri on each parapodia. c) Lateral view of parapodium (ventral cirri missing). d) Notochaetal bundle.  e) Homogomph spiningers from notopodium. f) Homo and semi-homogomph spinigers from lower notochaetal bundle.   g) Neurochatal bundle.   h) Homogomph spiningers from neuropodium


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Ceratocephale%20sp.%202%20completed%20plate%20web.png"
"Clymenura sp. 3","483"," Clymenura sp. 3. a)Whole specimen. b) Deatail of cephalic rim. c) Anterior of specimen.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Clymenura%20sp.%203%20completed%20plate%20web.png"
"Cossuridae Day, 1963","485"," Cossura sp. 1. a) Dorsal view. b) Specimens stained with Shirlastain. c) Prostomium. d) Insertion of tentacle. e) Chaetae on chaetigers 8 and 9.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Cossura%20sp.%201%20complated%20plate%20web.png"
"Drilonereis sp. 1","486"," Drilonereis sp. 1. a) Whole specimen. b) View of prostomium and anterior segments. c) Detail of 'maldanid'-like chaetigers.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Drilonereis%20sp.%201%20plate%20web.png"
"Eunicidae Berthold, 1827","489"," Eunice cf. pennata. a) Whole specimen. b) Detail of anterior. c) Close up of branchiae and notopodial cirrus on chaetiger 3. d) Capillaries. e) Falcigers. f) Hooks. g) Acicula.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Eunice%20cf.%20pennata%20completed%20plate%20web.png"
"Oweniidae Rioja, 1917","492"," Galathowenia sp. 1. a) Uncini field anterior chaetiger. b) Close up of uncini. c) Uncini from abdominal chaetigers. d) Serrated notochaetae.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Galtahowenia%20sp.%201%20completed%20plate%20web.png"
"Glycera sp. 2","493"," Glycera sp. 2. a) Whole specimen. b) Jaws showing aelerons. c) parapodia.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Glycera%20sp.%202%20NHM%20completed%20plate%20web.png"
"Glycera sp. 2","493"," Glycera sp. 2. a) Parapodia. b) long slender proboscal papillae. c) Long slender and shorter digiform papillae as indicated by arrow. d) Jaws and ailerons, arrow indicates the bifurcation at end of jaws.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Glycera%20sp.%202%20APEM%20completed%20plate%20web.png"
"Harmothoe sp. 1","494"," Harmothoe sp. 1. a) Parapodium. b) Bidentate notochaetae. c) Unidentate neurochaetae. d) Elytron. e) Details of elytron surface showing macrotubercles


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Harmothoe%20sp.%201%20completed%20plate%20web.png"
"Praxillella sp. 1","495"," Praxillella sp. 1. Whole specimen.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Praxillella%20sp.%201%20completed%20plate%20web.png"
"Prosphaerosyllis sp. 1","496"," Prosphaerosyllis sp. 1. a) Dorsal view of whole specimen. b) Close up of anterior end. c) Detail of palps. d) Detail of eye. e) anterior dorsal cirrus. f) posterior dorsal cirrus. g) Parapodium arrow showing position of aciculum. h) detail of aciculum.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Prosphaerosyllis%20sp.%201%20completed%20plate%20web.png"
"Pseudoscalibregma bransfieldium (Hartman, 1967)","497"," Pseudoscalibregma bransfieldium (Hartman, 1967) a) Whole specimen. b) Detail of anterior; inset shows prostomium and arrowed the nuchal crest. c) Detail of body showing reticulated surface.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Pseudoscalibregma%20bransfieldium%20completed%20plate%20web.png"
"Sphaerodoropsis sp. 4","498"," Sphaerodoropsis sp. 4. a) Whole specimen. b1) View of macrotubercles. b2) Detail of macrotubercles. c) Detail showing multiple papillae on surface of macrotubercle. d) Heterogomph falciger chaeta.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Sphaerodoropsis%20sp.%204%20completed%20plate%20web.png"
"Sphaerodorum olgae Moreira & Parapar, 2011","499"," Sphaerodorum olgae Moreira & Parapar, 2011. a) Whole specimen. b) Detail of anterior. c) Hook on chaetiger 1. d) Parapodium. e) & f) simple lanceolate chaetae.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Sphaerodorum%20olgae%20completed%20plate%20web.png"
"Sphaerosyllis perspicax Ehlers, 1908","500"," Sphaerosyllis perspicax Ehlers, 1908 a) Whole specimen. b) Whole specimen showing position of proventriculus. c) Anterior view. d) Anterior detail showing median antennae eyes and tentacular cirrus. e) everted proboscis showing tooth. f) Parapodium with aciculae.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Sphaerosyllis%20perspicax%20completed%20plate%20web.png"
"Syllinae sp. 1","501"," Syllinae sp. 1. a) Anterior dorsal view. b) Detail of parapodium showing aciculum. c) Falciger. d) Detail of falciger blade.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Syllinae%20sp.%201%20completed%20plate%20web.png"
"Dorvilleidae Chamberlin, 1919","462"," Schistomeringos sp. 1. a) Parapodium. b) Chaetae. c) Furcate chaetae. d) Detail of antenna and palp.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Schistomeringos%20sp.%201%20completed%20plate%20web.png"
"Dorvilleidae Chamberlin, 1919","462"," Schistomerigos sp. 1.  a) Jaws. b) Maxillae F1. c) Maxilla detail. d) Maxilla detail of end section.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Schistomeringos%20sp.%201%20plate%202%20completed%20plate%20web.png"
"Caulleriella Chamberlin, 1919","454"," Caulleriella sp. Bifid spines (x1000).


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Caulleriella%20plate%20bifid%20spines.png"
"Glycera sp. 1","502"," Glycera sp. 1: a) specimen in lateral view; b) parapodia; c-d) detail of parapodial prechaetal and postchaetal lobes; e) detail of aileron; f-g) detail of proboscidial papillae – elongated and broader ovate.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Glycera%20sp.%201%20completed%20plate%20web_0.png"
"Leitoscoloplos sp. 1","479"," Leitoscoloplos sp. 1 (specimen Shirla-stained) a) specimen in lateral view, b) detail of prostomium; c) detail of abdominal chaetiger showing subpodal flange; d) detail of abdominal chaetiger showing branchia, notopodial and bilobed neuropodial lobes; e) detail of transition between thoracic and abdominal segments in lateral view (the last thoracic and first abdominal segment highlighted with arrows); f) detail of transition to branchiate region in dorsal view (first occurrence of branchiae highlighted with arrow); g) detail of posterior abdominal segments.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Plate%201.%20Leitoscoloplos%20sp.%201%20plate%20small%20version.png"
"Cirrophorus Ehlers, 1908","480"," Cirriophorus cf. furcatus a) specimen in lateral view; b) detail of prostomium with antenna.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Cirrophorus%20cf%20furcatus%20completed%20plate%20.png"
"Claviramus Fitzhugh, 2002","310"," Claviramus sp. 1 a) specimen in lateral view; b) radiolar crown with flanges, c) inset: detail of a flange; d) body in lateral view; e) view of crown.


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Claviramus%20plate%20body%20images%20web.png"
"Claviramus Fitzhugh, 2002","310"," Claviramus sp. 1 a) collar chaetae; b) notochaetae; c) thoracic uncini; d) abdominal uncini in frontal view; e) detail of abdominal uncini


 ","http://falklands.myspecies.info/sites/falklands.myspecies.info/files/Claviramus%20chaetae.png"
