typeStatus,catalogNumber,occurrenceDetails,occurrenceRemarks,recordNumber,recordedBy,individualID,individualCount,sex,lifeStage,reproductiveCondition,behavior,establishmentMeans,occurrenceStatus,preparations,disposition,otherCatalogNumbers,previousIdentifications,associatedMedia,associatedReferences,associatedOccurrences,associatedSequences,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,higherClassification,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,scientificNameAuthorship,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,locationID,higherGeographyID,higherGeography,continent,waterBody,islandGroup,island,country,countryCode,stateProvince,county,municipality,locality,verbatimLocality,verbatimElevation,minimumElevationInMeters,maximumElevationInMeters,verbatimDepth,minimumDepthInMeters,maximumDepthInMeters,minimumDistanceAboveSurfaceInMeters,maximumDistanceAboveSurfaceInMeters,locationAccordingTo,locationRemarks,verbatimCoordinates,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,coordinatePrecision,pointRadiusSpatialFit,footprintWKT,footprintSRS,footprintSpatialFit,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,identificationID,identifiedBy ,dateIdentified,identificationReferences,identificationRemarks,identificationQualifier,geologicalContextID,earliestEonOrLowestEonothem,latestEonOrHighestEonothem,earliestEraOrLowestErathem,latestEraOrHighestErathem,earliestPeriodOrLowestSystem,latestPeriodOrHighestSystem,earliestEpochOrLowestSeries,latestEpochOrHighestSeries,earliestAgeOrLowestStage,latestAgeOrHighestStage,lowestBiostratigraphicZone,highestBiostratigraphicZone,lithostratigraphicTerms,group,formation,member,bed,eventID,samplingProtocol,samplingEffort,eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,habitat,fieldNumber,fieldNotes,eventRemarks,type,modified,language,rights,rightsHolder,accessRights,bibliographicCitation,institutionID,collectionID,datasetID,institutionCode,collectionCode,datasetName,ownerInstitutionCode,basisOfRecord,informationWithheld,dataGeneralizations,dynamicProperties,source,,,,,,,,,,,,,,,,,,,
voucher,NHM.2018.12555,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Amphicteis sp. 1,Amphicteis sp. ,,,,,,,Animalia,Annelida,,,Ampharetidae,Amphicteis,,sp. ,,,,"Grube, 1850",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,434,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3581611,-59.0566836,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,14/04/2012,19:28,,,,,,,"Soft brown silty clay, loose in top 5cm, stiffer below. Cohesive. Some gravel up to 2cm in diameter ",46MFB,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12603,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Amphicteis sp. 1,Amphicteis sp. ,,,,,,,Animalia,Annelida,,,Ampharetidae,Amphicteis,,sp. ,,,,"Grube, 1850",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,448,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3765856,-59.1114364,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/03/2012,17:51,,,,,,,Silty brown clay with a fine layer of black sand on surface and a little gravel in sieve residue.  Slightly more cohesive than previous stations.,49MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12693,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Amphicteis sp. 1,Amphicteis sp. ,,,,,,,Animalia,Annelida,,,Ampharetidae,Amphicteis,,sp. ,,,,"Grube, 1850",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,423,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3947819,-59.1386711,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,24/04/2012,22:18,,,,,,,"Soft brown silty clay, top ~5cm looser, more cohesive below. Generally less cohesive though containing small lumps of very cohesive clay. Coarse sand and variously coloured gravel up to 1.5cm in diameter in sieve residue.",52MFC,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12842,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Amphicteis sp. 1,Amphicteis sp. ,,,,,,,Animalia,Annelida,,,Ampharetidae,Amphicteis,,sp. ,,,,"Grube, 1850",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,457,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.2322461,-59.0590836,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,16/04/2012,00:40,,,,,,,"Soft brown silty clay, very cohesive. Coarse sand and gravel up to 3cm in diameter in sieve residue.",5MFC,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
Voucher,NHM.2018.13339,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Amphitritides sp. 1,Amphitritides sp. ,,,,,,,Animalia,Annelida,,,Ampharetidae,Amphitritides ,,sp.,,,,"Augener, 1922",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,442,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3403947,-59.0845558,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,23/04/2012,17:55,,,,,,,"Soft brown silty clay. Darker mottling on surface. Top 5-8cm looser, more cohesive below. Less cohesive than previous samples. Dark, coarse sand and gravel in sieve residue.",40 MFB,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.11846,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Ancistrosyllis cf groenlandica,"Ancistrosyllis cf.groenlandica McIntosh, 1879 ",,,,,,,Animalia,Annelida,,,Pilargidae,Ancistrosyllis,, groenlandica,,,,"McIntosh, 1879 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,454,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.2500069,-59.0312639,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,24/04/2012,01:06,,,,,,,"Soft brown silty clay. Darker mottling on surface. Top 5-8cm looser, more cohesive below. More cohesive. Coarse black sand and gravel up to 3cm in diameter in sieve residue. ",12MFC,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.11868,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Ancistrosyllis cf groenlandica,"Ancistrosyllis cf.groenlandica McIntosh, 1879 ",,,,,,,Animalia,Annelida,,,Pilargidae,Ancistrosyllis,, groenlandica,,,,"McIntosh, 1879 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,455,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.2686572,-59.1133764,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,16/04/2012,17:36,,,,,,,"Soft brown silty clay, quite cohesive. Coarse black sand and in sieve residue. 800ml glassy hair-like material",15MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.11877,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Ancistrosyllis cf groenlandica,"Ancistrosyllis cf.groenlandica McIntosh, 1879 ",,,,,,,Animalia,Annelida,,,Pilargidae,Ancistrosyllis,, groenlandica,,,,"McIntosh, 1879 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,454,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.2686572,-59.1133764,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,16/04/2012,18:24,,,,,,,"Soft brown silty clay,  Coarse sand  and gravel up to 3cm in diameter in sieve residue.",15MFB,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.11895,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Ancistrosyllis cf groenlandica,"Ancistrosyllis cf.groenlandica McIntosh, 1879 ",,,,,,,Animalia,Annelida,,,Pilargidae,Ancistrosyllis,, groenlandica,,,,"McIntosh, 1879 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,459,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.2684428,-59.0858878,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/04/2012,06:54,,,,,,,"Soft silty brown clay, little/no mottling on surface, top 3-5cm looser, more cohesive below. Quite cohesive. Dark coarse sand and gravel up to 2.5cm in sieve residue.",16MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.11906,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Ancistrosyllis cf groenlandica,"Ancistrosyllis cf.groenlandica McIntosh, 1879 ",,,,,,,Animalia,Annelida,,,Pilargidae,Ancistrosyllis,, groenlandica,,,,"McIntosh, 1879 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,459,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.2684428,-59.0858878,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/04/2012,07:41,,,,,,,"Soft silty brown clay, little/no mottling on surface, top 3-5cm looser, more cohesive below. Quite cohesive. Dark coarse sand and gravel up to 2.5cm in sieve residue.",16MFB,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12056,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Ancistrosyllis cf groenlandica,"Ancistrosyllis cf.groenlandica McIntosh, 1879 ",,,,,,,Animalia,Annelida,,,Pilargidae,Ancistrosyllis,, groenlandica,,,,"McIntosh, 1879 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,454,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.2864308,-59.0855553,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,23/04/2012,10:54,,,,,,,"Boxcore top door slightly ajar, possibly minor washout. Soft brown silty clay. Darker mottling on surface. Top 5-10cm looser, more cohesive below. Dark sand and gravel up to 2cm in diameter in sieve residue.",22MFC,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12064,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Ancistrosyllis cf groenlandica,"Ancistrosyllis cf.groenlandica McIntosh, 1879 ",,,,,,,Animalia,Annelida,,,Pilargidae,Ancistrosyllis,, groenlandica,,,,"McIntosh, 1879 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,450,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.2862100,-59.0580569,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,15/04/2012,15:52,,,,,,,Brown silty clay with mottled darker patches on surface. Slightly looser for top 5-10cm becoming stiffer and maybe greyer towards bottom. Coarse dark sand  and fine gravel in residue.,23MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12093,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Ancistrosyllis cf groenlandica,"Ancistrosyllis cf.groenlandica McIntosh, 1879 ",,,,,,,Animalia,Annelida,,,Pilargidae,Ancistrosyllis,, groenlandica,,,,"McIntosh, 1879 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,453,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.2859825,-59.0305592,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/04/2012,10:19,,,,,,,"Soft silty brown clay, darker mottling on surface, top 3-5cm looser, more cohesive below. Quite cohesive. Dark coarse sand and gravel up to 2cm in sieve residue.",24MFC,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12201,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Ancistrosyllis cf groenlandica,"Ancistrosyllis cf.groenlandica McIntosh, 1879 ",,,,,,,Animalia,Annelida,,,Pilargidae,Ancistrosyllis,, groenlandica,,,,"McIntosh, 1879 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,452,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3041981,-59.0577142,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,15/04/2012,13:21,,,,,,,Brown silty clay with mottled darker patches on surface. Slightly looser for top 5-10cm becoming stiffer and maybe greyer towards bottom. Coarse dark sand  and occasional pebble up to 3cm in diameter in sieve residue. ,29MFB,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12285,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Ancistrosyllis cf groenlandica,"Ancistrosyllis cf.groenlandica McIntosh, 1879 ",,,,,,,Animalia,Annelida,,,Pilargidae,Ancistrosyllis,, groenlandica,,,,"McIntosh, 1879 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,450,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3221858,-59.0573711,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,15/04/2012,10:54,,,,,,,Brown silty clay with mottled darker patches on surface. Slightly looser for top 5-10cm becoming stiffer and maybe greyer towards bottom. Coarse dark sand  and occasional pebble up to 2cm in diameter in sieve residue. Glassy fluff(?) around edges of spade.,35MFB,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12303,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Ancistrosyllis cf groenlandica,"Ancistrosyllis cf.groenlandica McIntosh, 1879 ",,,,,,,Animalia,Annelida,,,Pilargidae,Ancistrosyllis,, groenlandica,,,,"McIntosh, 1879 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,452,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3219581,-59.0298531,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/04/2012,13:29,,,,,,,"Soft silty brown clay, darker mottling on surface, top 3-5cm looser, more cohesive below. Dark coarse sand and gravel up to 1.5cm in sieve residue.",36MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12308,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Ancistrosyllis cf groenlandica,"Ancistrosyllis cf.groenlandica McIntosh, 1879 ",,,,,,,Animalia,Annelida,,,Pilargidae,Ancistrosyllis,, groenlandica,,,,"McIntosh, 1879 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,450,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3219581,-59.0298531,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,25/04/2012,14:13,,,,,,,"Soft silty brown clay, darker mottling on surface, top 3-5cm looser, more cohesive below. Dark coarse sand and gravel up to 1cm in sieve residue.",36MFB,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12323,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Ancistrosyllis cf groenlandica,"Ancistrosyllis cf.groenlandica McIntosh, 1879 ",,,,,,,Animalia,Annelida,,,Pilargidae,Ancistrosyllis,, groenlandica,,,,"McIntosh, 1879 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,436,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3410194,-59.1671425,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,15/04/2012,01:23,,,,,,,"Soft brown silty clay, loose for first 5cm, more cohesive below. Coarse sand in sieve residue",37MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12381,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Ancistrosyllis cf groenlandica,"Ancistrosyllis cf.groenlandica McIntosh, 1879 ",,,,,,,Animalia,Annelida,,,Pilargidae,Ancistrosyllis,, groenlandica,,,,"McIntosh, 1879 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,436,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3406094,-59.1120844,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,15/04/2012,01:23,,,,,,,"Soft brown silty clay, loose for first 5cm, more cohesive below. Approx 200ml of gravel in sieve residues.",39MFC,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12395,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Ancistrosyllis cf groenlandica,"Ancistrosyllis cf.groenlandica McIntosh, 1879 ",,,,,,,Animalia,Annelida,,,Pilargidae,Ancistrosyllis,, groenlandica,,,,"McIntosh, 1879 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,464,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.2326806,-59.1140206,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,16/04/2012,13:37,,,,,,,"Soft brown silty clay, very cohesive. Coarse dark sand, pebbles up to 4cm in diameter and lumps of clay-like cohesive sediment in diameter in sieve residue.",3MFC,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12402,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Ancistrosyllis cf groenlandica,"Ancistrosyllis cf.groenlandica McIntosh, 1879 ",,,,,,,Animalia,Annelida,,,Pilargidae,Ancistrosyllis,, groenlandica,,,,"McIntosh, 1879 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,450,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3403947,-59.0845558,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,23/04/2012,17:09,,,,,,,"Soft brown silty clay. Darker mottling on surface. Top 5-8cm looser, more cohesive below. Less cohesive than previous samples. Dark, coarse sand and gravel in sieve residue.",40MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12524,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Ancistrosyllis cf groenlandica,"Ancistrosyllis cf.groenlandica McIntosh, 1879 ",,,,,,,Animalia,Annelida,,,Pilargidae,Ancistrosyllis,, groenlandica,,,,"McIntosh, 1879 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,429,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3585975,-59.1117606,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,14/04/2012,17:12,,,,,,,"Soft brown silty clay, loose in top 5cm, stiffer below. Cohesive.",44MFC,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
other material,NHM.2018.12588,,Sea Lion Field Development Environmental Baseline Survey,,Gardline,,1,,,,,,,specimen fixed in 4  formalin and stored in 80% IMS,,,,,,,,,,,,,,,Ancistrosyllis cf groenlandica,"Ancistrosyllis cf.groenlandica McIntosh, 1879 ",,,,,,,Animalia,Annelida,,,Pilargidae,Ancistrosyllis,, groenlandica,,,,"McIntosh, 1879 ",,,,,,,,,,SW Atlantic,,,Falkland Islands,,North Falkland Basin,,,North Falkland Basin (Sea Lion oil exploration),,,,,,,425,,,,"RRS Ernest Shackleton, project no. 9030",,,,,,-49.3767939,-59.1389856,WGS84,,,,,,,,,,,,,Lenka Neal,01/10/15,,,,,,,,,,,,,,,,,,,,,,,Box Corer,,24/04/2012,19:42,,,,,,,"Soft brown silty clay, top ~5cm looser, more cohesive below. Less cohesive. Coarse sand and variously coloured gravel up to 1cm in diameter in sieve residue.",48MFA,0.5mm mesh,,,,en,,,,,,,,NHMUK,ZOO,Falkland Islands Sea Lion Field Development Environmental Baseline Survey,,PreservedSpecimen,,,,,,,,,,,,,,,,,,,,,,,
